comment_phrase,comment_sentiment,clean_text,encoded_label
වෑඩේ හොඳයි. ඒ වුණාට ඔස්ට්‍රේලියාවෙ ඉන්න සමහරක් ලාංකිකයො හරි ආඩම්බරකාරයො,NEUTRAL,වෑඩේ හොඳයි ඒ වුණාට ඔස්ට්රේලියාවෙ ඉන්න සමහරක් ලාංකිකයො හරි ආඩම්බරකාරයො,1
ඕස්ට්‍රේලියාවේ සංස්කෘතිය ආක්‍රමනය කරනවා කියලා සමහරු පාරවල් ගානේ හු තිය තියා ගියේ නැද්ද....?,NEUTRAL,ඕස්ට්රේලියාවේ සංස්කෘතිය ආක්රමනය කරනවා කියලා සමහරු පාරවල් ගානේ හු තිය තියා ගියේ නැද්ද,1
එහෙ අපේ දෙයක් කරද්දී හුරේ දාමු.මෙහෙ වෙන රටක දෙයක් කරද්දී සංස්කෘතිය විනාශ කරනවා කියල කුණු බිත්තර ගහමු.,NEUTRAL,එහෙ අපේ දෙයක් කරද්දී හුරේ දාමුමෙහෙ වෙන රටක දෙයක් කරද්දී සංස්කෘතිය විනාශ කරනවා කියල කුණු බිත්තර ගහමු,1
අරගොල්ලන්ට ආරාධනා කලේ නැද්ද විවෘත කරන්න? ක නම් සතුටින් බාර ගනීවි.,NEUTRAL,අරගොල්ලන්ට ආරාධනා කලේ නැද්ද විවෘත කරන්න ක නම් සතුටින් බාර ගනීවි,1
හොඳ වැඩක්. නියම වුවමනාවක් ඇති අය ඉන්නවා පේනවා,POSITIVE,හොඳ වැඩක් නියම වුවමනාවක් ඇති අය ඉන්නවා පේනවා,2
චතුල ආඩම්බරයි නෙවේ ආඩම්බරයි වගේ රග පන්නයි වෙලා තියෙන්නේ. නැති නම් ඔලුව කෙලින් තියන් ජිවත් වෙන්න බෑ.හොරෙන් ඉන්න තැනක් ඉල්ලනවා.විස හදාගන්න උදවු ඉල්ලනවා.සල්ලි නයට ඉල්ලනවා.රස්සා ඉල්ලනවා.ඉතින් අපේ කෙනෙක් පාරේ දැක්කත් දැක්කේ නවගේ තම ඉන්නේ.,NEUTRAL,චතුල ආඩම්බරයි නෙවේ ආඩම්බරයි වගේ රග පන්නයි වෙලා තියෙන්නේ නැති නම් ඔලුව කෙලින් තියන් ජිවත් වෙන්න බෑහොරෙන් ඉන්න තැනක් ඉල්ලනවාවිස හදාගන්න උදවු ඉල්ලනවාසල්ලි නයට ඉල්ලනවාරස්සා ඉල්ලනවාඉතින් අපේ කෙනෙක් පාරේ දැක්කත් දැක්කේ නවගේ තම ඉන්නේ,1
"චටුල, ඔයා හැම තිස්සෙම වැරදි පාරේ යන්නේ. ඔස්ට්‍රේලියාවේ විතරක් නොවෙයි ඉතාලියේ ඉන්න ගොඩක් ලංකිකයොත් ආඩම්බර කාරයෝ තමයි (අ).",NEUTRAL,චටුල ඔයා හැම තිස්සෙම වැරදි පාරේ යන්නේ ඔස්ට්රේලියාවේ විතරක් නොවෙයි ඉතාලියේ ඉන්න ගොඩක් ලංකිකයොත් ආඩම්බර කාරයෝ තමයි අ,1
වතුල හැමෝම එක වගේ නැහැ. ලොකුවට ඔය පොඩි දෙය ගණන් ගන්න එපා,NEUTRAL,වතුල හැමෝම එක වගේ නැහැ ලොකුවට ඔය පොඩි දෙය ගණන් ගන්න එපා,1
ඕස්ට්‍රේලියාවෙ තියන ලොකුම අවුරුදු උත්සවය මේක.,POSITIVE,ඕස්ට්රේලියාවෙ තියන ලොකුම අවුරුදු උත්සවය මේක,2
"මාලා, නිදහස් අධ්‍යාපන ප්‍රතිපත්තියට පින්සිදු වෙන්න ඔයා අද රස්සාවකුත් කරගෙන හොඳට ඉන්නවා . එහෙම නැතුව ඔයාගේ අම්මා තාත්තගේ බලපුලුවම්කාරකමටවත් සල්ලිකාරකමටවටත් ඔයා ඕස්ට්‍රේලියා ආවේ නැහැ නේද? ඕස්ට්‍රේලියා ඉන්න හැම දෙනාම ලංකාවේදී දුක් විඳපු, තව දුරටත් දුක විඳින්න බැරි හන්දා ආපු අය. එහෙම වෙච්ච ඔයාට කවුරු හරි උදව්වක් ඉල්ලුවහම අහක බලාගෙන යන්න තරම් ගුණමකු වුණේ කොහොමද? ඔයාගේ හදවතට තට්ටු කරලා අහන්න ඔයා ඕස්ට්‍රේලියාවට ආපු මුල් දිනවල විඳපු දුක් ගැන.",NEUTRAL,මාලා නිදහස් අධ්යාපන ප්රතිපත්තියට පින්සිදු වෙන්න ඔයා අද රස්සාවකුත් කරගෙන හොඳට ඉන්නවා එහෙම නැතුව ඔයාගේ අම්මා තාත්තගේ බලපුලුවම්කාරකමටවත් සල්ලිකාරකමටවටත් ඔයා ඕස්ට්රේලියා ආවේ නැහැ නේද ඕස්ට්රේලියා ඉන්න හැම දෙනාම ලංකාවේදී දුක් විඳපු තව දුරටත් දුක විඳින්න බැරි හන්දා ආපු අය එහෙම වෙච්ච ඔයාට කවුරු හරි උදව්වක් ඉල්ලුවහම අහක බලාගෙන යන්න තරම් ගුණමකු වුණේ කොහොමද ඔයාගේ හදවතට තට්ටු කරලා අහන්න ඔයා ඕස්ට්රේලියාවට ආපු මුල් දිනවල විඳපු දුක් ගැන,1
ඕස්ට්‍රේලියාවට කොහෙද සංස්කෘතියක් තියෙන්නේ? සංස්කෘතිය ස්ථාපිත වෙන්න සෑහෙන කාලයක් යනවා.,NEGATIVE,ඕස්ට්රේලියාවට කොහෙද සංස්කෘතියක් තියෙන්නේ සංස්කෘතිය ස්ථාපිත වෙන්න සෑහෙන කාලයක් යනවා,0
මට බෙන්දිගෝ වල තිබුණු අවුරු උත්සවය ගැන ප්‍රවෘත්තියක් දෙන්න ඕනෑකමක් ති‍යෙනවා.,NEUTRAL,මට බෙන්දිගෝ වල තිබුණු අවුරු උත්සවය ගැන ප්රවෘත්තියක් දෙන්න ඕනෑකමක් තියෙනවා,1
මම හිතන්නේ නැහැ කෙනෙක් පිටරට ජීවත්වීම ආඩම්බර වෙන්න තරම් කාරණයක් කියලා.,NEUTRAL,මම හිතන්නේ නැහැ කෙනෙක් පිටරට ජීවත්වීම ආඩම්බර වෙන්න තරම් කාරණයක් කියලා,1
"රකිත්, හැම ජාතියකටම රටකටම සංස්කෘතියක් තියනවා. එක තේරුම් ගන්න මොලයක් ඕනෑ.සංස්කෘතිය කියන්නේ අපේකමයි, ඇදුමයි, ඉතිහාසේ තිබුණු නටඹුන් ටිකයි විතරක් නෙමෙයි.මෙහාට සුද්දෝ ආවෙ එංගලන්තෙන් වුණත් මෙහෙ සංස්කෘතිය එංගලන්තේ සංස්කෘතියටත් වඩා අද වෙද්දී වෙනස් වෙලා.",NEUTRAL,රකිත් හැම ජාතියකටම රටකටම සංස්කෘතියක් තියනවා එක තේරුම් ගන්න මොලයක් ඕනෑසංස්කෘතිය කියන්නේ අපේකමයි ඇදුමයි ඉතිහාසේ තිබුණු නටඹුන් ටිකයි විතරක් නෙමෙයිමෙහාට සුද්දෝ ආවෙ එංගලන්තෙන් වුණත් මෙහෙ සංස්කෘතිය එංගලන්තේ සංස්කෘතියටත් වඩා අද වෙද්දී වෙනස් වෙලා,1
